"country","province","points","price","variety"
"US","Washington",88,25,"Cabernet Sauvignon"
"Spain","Levante",85,9,"White Blend"
"US","California",85,15,"Cabernet Sauvignon"
"US","California",85,17,"Cabernet Sauvignon"
"US","California",85,26,"Pinot Noir"
"US","California",85,45,"Pinot Noir"
"Argentina","Mendoza Province",85,11,"Malbec"
"France","Beaujolais",85,19,"Chardonnay"
"US","California",85,17,"Sauvignon Blanc"
"US","California",85,12,"Cabernet Sauvignon"
"Spain","Levante",85,10,"Tempranillo"
"Argentina","Mendoza Province",85,13,"Malbec"
"US","California",85,125,"Cabernet Sauvignon"
"France","Beaujolais",84,18,"Chardonnay"
"Argentina","Mendoza Province",84,14,"Malbec"
"Argentina","Mendoza Province",84,17,"Malbec"
"US","California",84,90,"Cabernet Sauvignon"
"US","California",88,19,"Zinfandel"
"US","Washington",88,34,"Merlot"
"US","Washington",88,21,"Syrah"
"US","Washington",88,20,"Red Blend"
"US","Washington",88,35,"Cabernet Sauvignon"
"US","California",88,25,"Rosé"
"Austria","Burgenland",88,11,"White Blend"
"Italy","Tuscany",88,35,"Red Blend"
"Italy","Tuscany",88,35,"Red Blend"
"US","California",88,20,"Zinfandel"
"Austria","Niederösterreich",88,11,"Red Blend"
"US","California",88,32,"Cabernet Sauvignon"
"US","California",88,27,"Merlot"
"US","Washington",88,30,"Merlot"
"US","Washington",88,34,"Merlot"
"US","California",88,18,"Chardonnay"
"Italy","Tuscany",88,23,"Sangiovese"
"France","Champagne",88,54,"Chardonnay"
"US","California",87,35,"Pinot Noir"
"Chile","Casablanca Valley",87,35,"Chardonnay"
"US","California",87,25,"Red Blend"
"US","California",87,45,"Syrah"
"US","California",87,16,"Sauvignon Blanc"
"US","California",87,16,"Merlot"
"US","California",87,34,"Pinot Noir"
"US","California",87,29,"Zinfandel"
"Italy","Northeastern Italy",87,17,"Riesling"
"US","California",87,13,"Cabernet Sauvignon"
"US","Oregon",87,24,"Pinot Noir"
"Germany","Pfalz",87,15,"Riesling"
"Italy","Northeastern Italy",87,20,"White Blend"
"US","California",87,25,"Cabernet Sauvignon"
"Chile","Leyda Valley",87,18,"Pinot Noir"
"France","Loire Valley",88,22,"Sauvignon Blanc"
"US","California",88,36,"Sangiovese"
"Italy","Tuscany",88,50,"Sangiovese"
"Italy","Tuscany",88,26,"Sangiovese"
"Italy","Tuscany",88,40,"Red Blend"
"US","California",88,30,"Pinot Noir"
"Italy","Tuscany",88,22,"Sangiovese"
"US","Washington",88,19,"Cabernet Sauvignon"
"US","California",88,19,"Pinot Noir"
"Italy","Tuscany",88,90,"Sangiovese"
"Italy","Tuscany",88,40,"Sangiovese"
"US","Washington",88,32,"Merlot"
"US","Washington",88,30,"Bordeaux-style Red Blend"
"US","California",88,24,"Chardonnay"
"Hungary","Sopron",88,16,"Red Blend"
"Spain","Galicia",88,24,"Red Blend"
"US","California",88,18,"Chardonnay"
"Spain","Northern Spain",88,18,"Tempranillo"
"France","Rhône Valley",88,13,"Rosé"
"US","California",88,26,"Sauvignon Blanc"
"Italy","Tuscany",88,38,"Red Blend"
"Germany","Mosel",91,22,"Riesling"
"US","California",91,62,"Pinot Noir"
"Germany","Baden",91,25,"Pinot Noir"
"US","California",91,20,"Riesling"
"US","California",91,50,"Bordeaux-style Red Blend"
"US","California",91,38,"Merlot"
"US","California",91,25,"Chardonnay"
"US","California",91,49,"Syrah"
"US","California",91,55,"Chardonnay"
"US","California",91,25,"Chardonnay"
"US","California",91,48,"Pinot Noir"
"US","Oregon",91,25,"Pinot Noir"
"US","California",91,45,"Red Blend"
"Germany","Mosel",91,43,"Riesling"
"US","Oregon",91,30,"Pinot Noir"
"US","California",91,55,"Pinot Noir"
"US","California",91,28,"Riesling"
"Germany","Rheinhessen",91,49,"Riesling"
"Germany","Rheinhessen",91,19,"Riesling"
"Argentina","Mendoza Province",91,210,"Malbec"
"US","Oregon",91,48,"Pinot Noir"
"France","Beaujolais",84,16,"Rosé"
"Portugal","Tejo",84,10,"Rosé"
"US","California",84,90,"Cabernet Sauvignon"
"US","California",84,14,"Pinot Noir"
"Spain","Galicia",84,23,"Red Blend"
"Argentina","Mendoza Province",84,17,"Malbec"
"Spain","Levante",84,16,"Red Blend"
"France","Beaujolais",84,18,"Chardonnay"
"Spain","Levante",84,11,"Sauvignon Blanc"
"Spain","Northern Spain",84,8,"Tempranillo"
"US","California",84,42,"Pinot Noir"
"US","California",84,50,"Pinot Noir"
"US","California",84,18,"Cabernet Sauvignon"
"Argentina","Mendoza Province",84,12,"Malbec"
"US","California",84,12,"Riesling"
"Argentina","Other",84,12,"Cabernet Sauvignon"
"US","Washington",91,38,"Syrah"
"US","Washington",91,45,"Red Blend"
"Austria","Burgenland",91,29,"Red Blend"
"US","California",91,35,"Cabernet Sauvignon"
"Austria","Wagram-Donauland",91,48,"Pinot Noir"
"Austria","Kremstal",91,32,"Riesling"
"Austria","Südsteiermark",91,60,"Sauvignon Blanc"
"US","California",91,45,"Red Blend"
"US","Washington",91,30,"Bordeaux-style Red Blend"
"US","Washington",91,25,"Sauvignon Blanc"
"US","Washington",91,40,"Cabernet Sauvignon"
"France","Loire Valley",91,35,"Sauvignon Blanc"
"US","California",91,47,"Pinot Noir"
"US","Washington",91,70,"Bordeaux-style Red Blend"
"US","California",91,28,"Syrah"
"US","Washington",91,50,"Syrah"
"US","Washington",91,30,"Syrah"
"US","California",91,85,"Pinot Noir"
"Australia","Western Australia",90,109,"Bordeaux-style Red Blend"
"South Africa","Stellenbosch",90,39,"Red Blend"
"France","Loire Valley",90,29,"Sauvignon Blanc"
"US","Washington",90,28,"Chardonnay"
"US","California",89,75,"Cabernet Sauvignon"
"Spain","Catalonia",89,24,"Red Blend"
"Germany","Rheinhessen",89,12,"Riesling"
"US","Oregon",89,40,"Pinot Noir"
"US","California",89,39,"Pinot Noir"
"US","California",89,32,"Syrah"
"US","California",89,40,"Chardonnay"
"Germany","Rheinhessen",89,11,"Riesling"
"US","California",89,35,"Chardonnay"
"Germany","Rheingau",89,28,"Riesling"
"Germany","Mosel",89,20,"Riesling"
"Australia","Victoria",89,42,"Chardonnay"
"Spain","Catalonia",89,20,"Cabernet Sauvignon"
"Germany","Mosel",89,18,"Riesling"
"Germany","Pfalz",89,15,"Pinot Noir"
"France","Champagne",91,94,"Chardonnay"
"US","California",91,30,"Pinot Noir"
"US","Oregon",91,50,"Pinot Noir"
"US","Oregon",91,80,"Pinot Noir"
"US","California",91,68,"Chardonnay"
"US","Oregon",91,22,"Pinot Noir"
"US","California",91,72,"Pinot Noir"
"US","California",91,50,"Pinot Noir"
"Italy","Veneto",91,40,"Red Blend"
"US","California",91,36,"Pinot Noir"
"Germany","Mosel",90,50,"Riesling"
"Germany","Mosel",90,32,"Riesling"
"Germany","Mosel",90,18,"Riesling"
"Germany","Mosel",90,16,"Riesling"
"Germany","Mosel",90,42,"Riesling"
"US","California",90,38,"Pinot Noir"
"Spain","Northern Spain",90,15,"Tempranillo"
"US","California",90,40,"Chardonnay"
"Italy","Veneto",90,60,"Red Blend"
"US","California",90,50,"Pinot Noir"
"Argentina","Mendoza Province",90,15,"Cabernet Sauvignon"
"France","Burgundy",89,60,"Chardonnay"
"France","Burgundy",89,34,"Chardonnay"
"US","Washington",89,15,"Riesling"
"Spain","Northern Spain",89,36,"Tempranillo"
"Spain","Northern Spain",89,15,"Tempranillo"
"US","Washington",89,20,"Red Blend"
"US","California",89,45,"Pinot Noir"
"US","California",89,49,"Pinot Noir"
"Israel","Galilee",89,18,"Sauvignon Blanc"
"US","California",89,25,"Pinot Noir"
"France","Rhône Valley",89,59,"Syrah"
"France","Burgundy",89,60,"Pinot Noir"
"Italy","Southern Italy",89,21,"Red Blend"
"US","California",89,22,"White Blend"
"US","New York",89,16,"Rosé"
"US","New York",84,22,"Pinot Noir"
"Chile","Lolol Valley",84,13,"Syrah"
"Chile","Rapel Valley",84,11,"Red Blend"
"Chile","Central Valley",84,7,"Cabernet Sauvignon"
"US","California",84,20,"Cabernet Sauvignon"
"US","California",84,30,"Chardonnay"
"US","California",84,39,"Red Blend"
"US","California",84,11,"Chardonnay"
"US","California",84,26,"Sangiovese"
"US","California",84,45,"Sauvignon Blanc"
"France","Alsace",84,28,"Pinot Noir"
"France","Alsace",83,13,"White Blend"
"US","California",83,13,"Red Blend"
"France","Provence",83,19,"Red Blend"
"Italy","Central Italy",83,13,"Red Blend"
"Chile","Rapel Valley",83,11,"Cabernet Sauvignon"
"US","California",83,15,"Pinot Noir"
"US","California",83,17,"Zinfandel"
"US","New York",83,24,"Riesling"
"Chile","Cachapoal Valley",83,10,"Syrah"
"US","California",83,20,"Pinot Noir"
"US","Washington",88,14,"Rosé"
"Italy","Tuscany",88,20,"Red Blend"
"Italy","Tuscany",88,50,"Sangiovese"
"US","California",88,20,"Zinfandel"
"US","Washington",88,30,"Syrah"
"Italy","Tuscany",88,25,"Red Blend"
"US","Washington",88,35,"Cabernet Sauvignon"
"US","Washington",88,22,"Pinot Noir"
"US","California",88,16,"Chardonnay"
"US","California",88,18,"Rosé"
"Italy","Tuscany",88,19,"Red Blend"
"Italy","Tuscany",88,23,"Red Blend"
"US","Washington",88,65,"Cabernet Sauvignon"
"US","Washington",88,50,"Merlot"
"Italy","Tuscany",88,15,"Sangiovese"
"Italy","Tuscany",88,39,"Red Blend"
"Italy","Tuscany",88,30,"Red Blend"
"France","Bordeaux",88,25,"Bordeaux-style Red Blend"
"France","Bordeaux",88,48,"Bordeaux-style Red Blend"
"France","Burgundy",89,32,"Chardonnay"
"France","Burgundy",89,60,"Pinot Noir"
"Italy","Southern Italy",89,21,"Red Blend"
"US","California",89,22,"White Blend"
"US","New York",89,16,"Rosé"
"US","New York",89,30,"Riesling"
"US","California",89,22,"Chardonnay"
"US","Washington",89,28,"Merlot"
"Italy","Sicily & Sardinia",89,20,"White Blend"
"US","California",89,13,"Rosé"
"US","Washington",89,40,"Malbec"
"US","California",89,56,"Syrah"
"Spain","Levante",89,25,"Red Blend"
"France","Burgundy",89,28,"Pinot Noir"
"US","New York",89,22,"Red Blend"
"US","California",89,20,"Sauvignon Blanc"
"US","Oregon",87,40,"Cabernet Sauvignon"
"US","California",87,35,"Chardonnay"
"US","Oregon",87,36,"Pinot Noir"
"US","California",87,55,"Pinot Noir"
"US","California",87,45,"Red Blend"
"Chile","Maipo Valley",87,15,"Red Blend"
"France","Southwest France",87,13,"Red Blend"
"US","California",87,40,"Bordeaux-style Red Blend"
"US","California",87,22,"Chardonnay"
"US","California",87,18,"Zinfandel"
"US","California",87,35,"Chardonnay"
"US","California",87,60,"Pinot Noir"
"US","California",87,79,"Cabernet Sauvignon"
"US","California",87,30,"Chardonnay"
"US","California",87,17,"Chardonnay"
"US","California",87,27,"Merlot"
"US","California",87,49,"Syrah"
"France","Loire Valley",87,18,"Sauvignon Blanc"
"France","Loire Valley",87,20,"Sauvignon Blanc"
"France","Loire Valley",87,22,"Sauvignon Blanc"
"France","Loire Valley",87,42,"Sauvignon Blanc"
"US","California",87,45,"Cabernet Sauvignon"
"Italy","Tuscany",87,55,"Sangiovese"
"US","California",87,16,"Chardonnay"
"US","California",87,20,"Sauvignon Blanc"
"US","Washington",87,40,"Syrah"
"US","California",87,60,"Cabernet Sauvignon"
"Italy","Tuscany",87,55,"Sangiovese"
"Italy","Tuscany",87,20,"Sangiovese"
"US","California",87,20,"Chardonnay"
"US","Washington",87,13,"Chardonnay"
"US","California",87,32,"Pinot Noir"
"Italy","Tuscany",87,25,"Red Blend"
"Italy","Tuscany",87,35,"Sangiovese"
"US","New York",87,22,"Red Blend"
"Argentina","Mendoza Province",91,30,"Malbec"
"Australia","Victoria",91,36,"Pinot Noir"
"Argentina","Mendoza Province",91,25,"Malbec"
"US","Oregon",91,54,"Pinot Noir"
"France","Champagne",91,85,"Chardonnay"
"US","California",91,38,"Sauvignon Blanc"
"US","California",91,28,"Cabernet Sauvignon"
"US","Oregon",91,42,"Pinot Noir"
"Israel","Upper Galilee",91,25,"Cabernet Sauvignon"
"France","Burgundy",91,45,"Chardonnay"
"US","California",91,36,"Syrah"
"France","Burgundy",91,38,"Chardonnay"
"US","California",91,85,"Cabernet Sauvignon"
"US","Oregon",91,50,"Pinot Noir"
"US","California",91,60,"Cabernet Sauvignon"
"US","California",91,85,"Cabernet Sauvignon"
"US","California",91,45,"Pinot Noir"
"US","California",91,50,"Chardonnay"
"US","Oregon",91,48,"Pinot Noir"
"France","Champagne",91,54,"Chardonnay"
"Israel","Golan Heights",91,40,"Cabernet Sauvignon"
"US","California",91,40,"Chardonnay"
"Germany","Mosel",89,18,"Riesling"
"Germany","Rheinhessen",89,13,"Riesling"
"US","California",89,44,"Zinfandel"
"Germany","Mosel",89,25,"Riesling"
"US","California",89,24,"Syrah"
"Chile","Maipo Valley",89,40,"Red Blend"
"US","California",89,45,"Zinfandel"
"Germany","Pfalz",89,28,"Red Blend"
"Spain","Northern Spain",89,18,"Tempranillo"
"US","California",89,35,"Cabernet Sauvignon"
"US","Oregon",89,22,"Red Blend"
"Italy","Northeastern Italy",89,28,"Chardonnay"
"Italy","Northeastern Italy",89,23,"White Blend"
"US","California",84,21,"Cabernet Sauvignon"
"US","California",84,12,"Pinot Noir"
"US","California",84,30,"Pinot Noir"
"France","Beaujolais",84,14,"Chardonnay"
"France","Beaujolais",84,17,"Chardonnay"
"France","Beaujolais",84,12,"Rosé"
"US","California",84,46,"Chardonnay"
"US","Oregon",84,15,"Pinot Noir"
"France","Beaujolais",84,13,"Chardonnay"
"Argentina","Mendoza Province",84,12,"Cabernet Sauvignon"
"Spain","Levante",84,50,"Red Blend"
"France","Beaujolais",84,17,"Rosé"
"Spain","Levante",84,10,"White Blend"
"US","California",83,13,"Sauvignon Blanc"
"US","California",83,30,"Sauvignon Blanc"
"US","California",83,13,"Cabernet Sauvignon"
"Spain","Northern Spain",83,9,"Tempranillo"
"Argentina","Mendoza Province",90,28,"Red Blend"
"France","Burgundy",90,22,"Pinot Noir"
"Germany","Mosel",90,33,"Riesling"
"Germany","Mosel",90,34,"Riesling"
"Germany","Mosel",90,20,"Riesling"
"Germany","Mosel",90,25,"Riesling"
"US","California",90,70,"Pinot Noir"
"US","California",90,25,"Pinot Noir"
"France","Champagne",90,61,"Chardonnay"
"Italy","Lombardy",90,68,"Chardonnay"
"US","California",90,55,"Pinot Noir"
"US","California",90,30,"Pinot Noir"
"US","California",90,54,"Pinot Noir"
"US","California",90,68,"Pinot Noir"
"US","Oregon",90,35,"Pinot Noir"
"Italy","Veneto",90,30,"Red Blend"
"US","California",90,56,"Pinot Noir"
"US","Oregon",90,125,"Pinot Noir"
"US","California",90,39,"Tempranillo"
"US","Washington",90,40,"Cabernet Sauvignon"
"US","California",90,36,"Pinot Noir"
"Austria","Niederösterreich",90,23,"White Blend"
"US","California",90,65,"Cabernet Sauvignon"
"US","California",90,33,"Chardonnay"
"US","California",90,59,"Pinot Noir"
"Austria","Südsteiermark",90,40,"Sauvignon Blanc"
"Chile","Bío Bío Valley",90,17,"Chardonnay"
"Italy","Southern Italy",90,50,"Red Blend"
"France","Southwest France",90,17,"Malbec"
"Italy","Piedmont",90,17,"Red Blend"
"US","New York",90,17,"Riesling"
"Chile","Maule Valley",90,50,"Cabernet Sauvignon"
"Australia","South Australia",90,69,"Cabernet Sauvignon"
"US","California",90,15,"Merlot"
"US","California",90,45,"Tempranillo"
"Australia","South Australia",90,20,"Cabernet Sauvignon"
"France","Southwest France",90,25,"Malbec"
"Chile","Casablanca Valley",83,13,"Pinot Noir"
"Chile","Rapel Valley",83,13,"Cabernet Sauvignon"
"Chile","Leyda Valley",83,35,"Syrah"
"US","California",83,32,"Pinot Noir"
"Chile","Maipo Valley",83,16,"Chardonnay"
"US","California",83,20,"Red Blend"
"US","New York",83,12,"Chardonnay"
"US","California",83,11,"Red Blend"
"Chile","Cachapoal Valley",83,10,"Merlot"
"Chile","Colchagua Valley",83,13,"Chardonnay"
"US","California",83,10,"Syrah"
"Chile","Maule Valley",83,12,"White Blend"
"Chile","Bío Bío Valley",83,10,"Pinot Noir"
"US","California",83,25,"Pinot Noir"
"Italy","Central Italy",83,25,"Red Blend"
"US","California",82,20,"Chardonnay"
"US","California",82,18,"Pinot Noir"
"US","California",82,28,"Red Blend"
"US","California",82,22,"Pinot Noir"
"France","Alsace",82,20,"Riesling"
"Italy","Tuscany",88,24,"Red Blend"
"US","California",88,10,"Merlot"
"US","Washington",88,18,"Red Blend"
"Spain","Central Spain",88,11,"Tempranillo"
"New Zealand","Marlborough",88,18,"Sauvignon Blanc"
"Italy","Tuscany",88,10,"Red Blend"
"Italy","Tuscany",88,25,"Red Blend"
"France","Champagne",88,43,"Chardonnay"
"US","Washington",88,25,"Rosé"
"Austria","Weinland Österreich",88,11,"Red Blend"
"US","California",88,45,"Zinfandel"
"US","California",88,33,"Merlot"
"US","California",88,45,"Pinot Noir"
"US","California",88,58,"Pinot Noir"
"Italy","Tuscany",88,18,"Red Blend"
"US","California",88,110,"Cabernet Sauvignon"
"Italy","Tuscany",88,15,"Red Blend"
"Italy","Tuscany",88,30,"Red Blend"
"Italy","Tuscany",88,45,"Red Blend"
"US","California",88,25,"Cabernet Sauvignon"
"US","California",88,59,"Merlot"
"US","New York",88,20,"Sauvignon Blanc"
"US","California",88,23,"Merlot"
"US","California",88,72,"Cabernet Sauvignon"
"US","Washington",87,13,"Chardonnay"
"US","California",87,32,"Pinot Noir"
"Italy","Tuscany",87,35,"Sangiovese"
"US","New York",87,22,"Red Blend"
"US","California",87,26,"Sangiovese"
"US","New York",87,28,"Riesling"
"Italy","Tuscany",87,40,"White Blend"
"Italy","Tuscany",87,40,"Sangiovese"
"Italy","Tuscany",87,29,"Red Blend"
"Spain","Northern Spain",87,20,"Tempranillo"
"Italy","Tuscany",87,26,"Red Blend"
"Italy","Tuscany",87,35,"Red Blend"
"US","California",87,30,"Cabernet Sauvignon"
"Italy","Tuscany",87,19,"Red Blend"
"Italy","Tuscany",87,45,"Red Blend"
"Italy","Tuscany",87,14,"Red Blend"
"US","California",87,33,"Cabernet Sauvignon"
"Italy","Tuscany",87,30,"Sangiovese"
"France","Burgundy",87,25,"Pinot Noir"
"France","Loire Valley",87,15,"Sauvignon Blanc"
"US","California",87,24,"Chardonnay"
"Italy","Tuscany",87,50,"Sangiovese"
"Germany","Mosel",91,23,"Riesling"
"US","California",91,50,"Cabernet Sauvignon"
"US","California",91,45,"Sauvignon Blanc"
"US","Oregon",91,30,"Pinot Noir"
"US","California",91,22,"Syrah"
"US","California",91,60,"Cabernet Sauvignon"
"US","California",91,55,"Pinot Noir"
"US","California",91,48,"Chardonnay"
"US","California",91,40,"Chardonnay"
"US","California",91,50,"Chardonnay"
"US","Oregon",91,48,"Pinot Noir"
"France","Champagne",91,54,"Chardonnay"
"Israel","Golan Heights",91,40,"Cabernet Sauvignon"
"US","California",91,40,"Chardonnay"
"US","Oregon",91,42,"Pinot Noir"
"Spain","Northern Spain",91,32,"Tempranillo"
"Italy","Northeastern Italy",89,28,"Chardonnay"
"US","California",89,35,"Cabernet Sauvignon"
"US","Oregon",89,22,"Red Blend"
"Italy","Northeastern Italy",89,23,"White Blend"
"Spain","Catalonia",89,50,"Red Blend"
"Chile","San Antonio",89,28,"Syrah"
"Australia","South Australia",89,20,"Chardonnay"
"Spain","Catalonia",89,16,"Red Blend"
"Germany","Rheingau",89,38,"Riesling"
"US","Oregon",89,38,"Syrah"
"US","Oregon",89,42,"Pinot Noir"
"Italy","Northeastern Italy",89,43,"White Blend"
"US","California",89,32,"Pinot Noir"
"US","California",89,35,"Pinot Noir"
"Spain","Catalonia",89,30,"Red Blend"
"France","Loire Valley",89,20,"Sauvignon Blanc"
"France","Loire Valley",89,21,"Sauvignon Blanc"
"Australia","South Australia",89,17,"Riesling"
"US","California",87,25,"Pinot Noir"
"Chile","Leyda Valley",87,18,"Chardonnay"
"Italy","Tuscany",87,16,"Sangiovese"
"US","California",87,19,"Syrah"
"Chile","Bío Bío Valley",87,18,"Pinot Noir"
"Italy","Veneto",87,13,"White Blend"
"US","Oregon",87,45,"Chardonnay"
"France","Southwest France",87,35,"Bordeaux-style Red Blend"
"France","Bordeaux",87,15,"Bordeaux-style Red Blend"
"US","California",86,25,"Cabernet Sauvignon"
"US","Oregon",86,20,"Pinot Noir"
"US","California",86,48,"Pinot Noir"
"US","California",86,75,"Bordeaux-style Red Blend"
"US","California",86,21,"Sauvignon Blanc"
"US","California",86,22,"Chardonnay"
"Italy","Tuscany",86,22,"Red Blend"
"US","California",86,22,"Zinfandel"
"US","California",86,23,"Pinot Noir"
"Italy","Northeastern Italy",86,9,"Chardonnay"
"US","California",86,33,"Chardonnay"
"France","Bordeaux",86,25,"Bordeaux-style Red Blend"
